P017001L;P017001LG2;P040001LG1;KP107001L;KP109001L;KP060001L;KP069001L;KP069001LG2;KP081001L;KP081001LG2;KP011001L;KP016001L;KP010001LR1;KP010001LR3;KP010001LR4;KL007001LG7R1;KL007001LG10R1;KP110001LG1;KL018001LR1;KL018001LR2;KL018001LR4;KT002001LR2G1;KL065001L;KL001001LR1;KP033001L;KP040001L;KP074001L;KP073001L;KP075001L;KP065001L;KP080001LG1;KP070001L;KP071001L;KP137001L;KH074001L;KH064001L;KH066001LH1;KH068001LM1H1;KH068001LM2H1;KH068001LM3H1;KH068001LM4H1;KH068001LM5H1;KH002001LH1;KH079001LH1;KH003001LR1H1;KH004001L;KH008001L;KH011001L;KH012001L;KH013002L;KH101001L;KH096001L;KH005002L;KH134001L;KH076002L;KH017001L;KH098001LM1;KH098001LM2;KH098001LM3;KH098001LM4;KH098001LM10;KH098001LM5;KH098001LM11;KH098001LM7;KH098001LM8;KH098001LM9;KH132001L;KE026001L;KE038001LM3;KE038001LM4;KE038001LM5;KE038001LM6;KE038001LM7;KE038001LM8;KE038001LM9;KE038001LM10;KE016001L;KS025001L;KD084001LM1;KD084001LM2;KD084001LM3;KD084001LM4;KD084001LM5;KD087001L;KD091001L;KD086001LM1;KD086001LM2;KD086001LM4;KD086001LM3;KD086001LM6;KD086001LM5;KD090001L;KD093001L;KD085001LM1;KD085001LM2;KD085001LM3;KD085001LM4;KD085001LM5;KD085001LM6;KD088001L;KD092001L;KI284001L;KI285001L;KI289001L;KI290001L;KI100001L;KI275001L;KI276001L;KI278001L;KI097001L;KI148002L;KI280001L;KI283001L;KI159001LM3;KI159001LM5;KI159001LM8;KI159001LM2;KI159001LM4;KI138002L;KI138002LG2;KI138002LG2I;KI139001L;KI139001LG2;KI040001L;KI041003L;KI063001L;KI064002L;KI160001L;KI042001L;KI044001L;KI045001L;KI247001L;KI200001L;KI291001L;KI292001LM3;KI292001LM4;KI292001LM5;KI292001LM6;KI292001LM7;KI292001LM8;KI292001LM9;KI292001LM10;KI292001LM11;KI292001LM12;KI293001L;KW009001L;KW009002L;KW011001L
AA0049;1111004900;2002;2012;2;1;AA004901;111100490001;AA004901;111100490001;1;1;5;1;1;5;88;4;4;4;1;5;1;5;0;0;3;2;0;2;-8;13/04/2011;25/04/2012;1;8;-8;3;2;2;2;2;1;75;6;2;2;2002;2002;2022;550;-8;-8;-8;-8;-8;1;1;2;2;2;2;2;2;2;2;2;1;5;-8;-8;-8;-8;-8;-8;-8;-8;1;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;2;2;2;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;-9;22839,246421832;1;8;8;1;1200;2;0;1;98;1;1;2;0;2;2;2;2;2;1;1;1;2;2;2;-1;1,54345606980745;1998;1,04192588497109
AA0051;1111005100;2002;2012;2;1;AA005101;111100510001;AA005101;111100510001;1;1;6;1;1;2;2;4;3;3;3;3;1;2;0;0;0;2;0;1;-8;06/06/2011;14/06/2012;1;-8;2;3;2;2;2;2;1;50;6;4;-8;-8;-8;-8;-8;1966;999;68;-8;-8;4;2;2;1;1;1;1;2;2;2;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;8120;8120;0;-8;3;4;580;2;48;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;2,51957359358341
AA0056;1111005600;2002;2012;2;1;AA005601;111100560001;AA005601;111100560001;1;1;6;1;1;2;2;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;29/04/2011;15/10/2012;1;-8;3;3;2;2;2;2;1;98;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;80000;80000;0;-8;16;4;1100;3;12;2;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
AA0063;1111006300;2002;2012;2;1;AA006301;111100630001;AA006301;111100630001;1;1;6;1;1;4;3;4;4;4;1;1;1;3;0;0;0;1;0;1;-8;06/06/2011;07/05/2012;1;-8;2;3;2;2;2;2;1;93;6;2;-8;-8;2009;2029;1039;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;3;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;8400;2;-8;-8;-8;-8;-8;-8;38300;38300;0;-8;12;3;2000;3;4;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,02083500740418
AA0069;1111006900;2002;2012;2;1;AA006901;111100690001;AA006901;111100690001;1;1;6;1;1;4;3;4;3;3;3;1;1;2;0;0;0;2;0;1;-8;12/04/2011;12/04/2012;2;-8;2;3;1;2;2;2;2;120;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;6;63;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;2000;2;-8;2;-8;-8;-8;-8;-8;-8;45000;45000;0;-8;13;3;2000;2;30;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
AA0074;1111007400;2002;2012;2;1;AA007401;111100740001;AA007401;111100740001;1;1;3;8;1;1;1;4;3;3;3;1;2;2;0;1;0;1;0;2;-8;22/04/2011;26/05/2012;1;-9;-8;-9;-9;-9;-9;-9;-9;-9;-9;2;-9;-9;2009;2045;600;-8;-8;-8;-8;-8;4;1;1;2;2;2;2;1;2;1;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;3000;2;-8;2;-8;-8;-8;-8;-8;-8;40000;40000;0;-8;12;4;3000;1;36;1;2;2;2;2;800;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;1,05021855888775
AA0079;1111007900;2002;2012;2;1;AA007901;111100790001;AA007901;111100790001;1;1;6;1;1;1;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;07/04/2011;09/05/2012;1;-8;2;3;2;2;1;2;2;96;9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;2;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;1200;2;-8;-8;-8;-8;-8;-8;10000;10000;0;-8;4;1;1300;3;0;3;98;98;2;2;293;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,78169523493689;2306,4;1,30968588691317
AA0081;1111008100;2002;2012;2;1;AA008101;111100810001;AA008101;111100810001;1;1;6;1;1;4;3;4;3;3;3;3;1;2;0;0;0;2;0;1;-8;31/03/2011;24/04/2012;1;-8;2;3;2;2;1;2;2;110;8;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;2;28;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;400;2;-8;2;-8;-8;-8;-8;-8;-8;53880;53880;0;-8;14;4;2000;1;24;3;98;98;2;2;0;1;2;2;2;1;2;2;2;2;2;2;12;1,87008747267431;2420,82352941176;2,51957359358341
AA0083;1111008300;2002;2012;2;1;AA008301;111100830001;AA008301;111100830001;1;1;6;1;1;3;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;27/05/2011;08/06/2012;1;-8;2;3;2;2;2;2;1;95;7;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;0;3;1;1;2;2;1;1;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;16000;16000;0;-8;6;4;1000;1;12;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,78169523493689;2306,4;1,02083500740418
AA0088;1111008800;2002;2012;2;1;AA008801;111100880001;AA008801;111100880001;1;1;6;1;1;5;88;4;4;4;1;1;1;4;0;0;2;1;1;1;-8;16/06/2011;11/06/2012;1;-8;2;3;2;2;1;2;2;200;10;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;1;1;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;1;2;2;2;30;163;-8;-8;-8;-8;-8;-8;-8;-8;-9;-9;-9;-9;-9;-9;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;2;2;2;1;2;135000;135000;0;-8;16;4;4000;3;12;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,77411407450978;2296,58620689655;1,04192588497109
AA0092;1111009200;2002;2012;2;1;AA009201;111100920001;AA009201;111100920001;1;1;6;1;1;1;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;19/04/2011;12/06/2012;1;-8;2;3;2;2;2;2;1;150;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;3;30;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1000;2;-8;2;-8;-8;-8;-8;-8;-8;24000;24000;0;-8;8;3;1700;3;4;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,45375687301934;1881,88461538462;1,30968588691317
AA0093;1111009300;2002;2012;2;1;AA009301;111100930001;AA009301;111100930001;1;1;6;1;1;1;1;4;4;4;1;1;1;4;0;0;0;1;3;1;-8;10/04/2011;06/06/2012;1;-8;1;3;2;2;2;2;1;100;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;2;3;2;1;2;2;2;12;138;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;60000;60000;0;-8;15;3;5000;2;3;3;2;2;2;2;800;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,02083500740418
AA0095;1111009500;2002;2012;2;1;AA009501;111100950001;AA009501;111100950001;1;1;3;1;1;4;3;4;4;4;1;1;1;4;0;0;0;4;0;1;-8;23/05/2011;19/04/2012;1;-8;2;2;2;2;1;2;2;220;10;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;1;1;2;1;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;2;3;2;1;2;2;2;16;132;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;1;-9;2;-8;1;1596;2;-8;-8;-8;-8;-8;-8;60000;60000;0;-8;15;1;4000;3;12;3;98;98;2;2;-9;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
AA0102;1111010200;2002;2012;2;1;AA010201;111101020001;AA010201;111101020001;1;1;6;1;1;1;1;4;4;4;1;1;1;3;0;0;0;2;0;1;-8;31/05/2011;17/05/2012;2;-8;2;3;1;2;2;2;2;74;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;1;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1500;2;-8;2;-8;-8;-8;-8;-8;-8;70000;70000;0;-8;16;3;5800;1;12;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;1,05021855888775
AA0103;1111010300;2002;2012;2;1;AA010301;111101030001;AA010301;111101030001;1;1;6;1;1;4;3;4;4;4;1;5;1;3;0;0;0;1;2;1;-8;06/10/2011;18/06/2012;1;-8;2;2;1;1;2;2;2;140;11;2;-8;-8;2005;2025;600;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;1000;2;-8;-8;-8;-8;-8;-8;36600;36600;0;-8;12;1;1700;3;3;1;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,94277263229789;2514,91428571429;1,05021855888775
AA0106;1111010600;2002;2012;2;1;AA010601;111101060001;AA010601;111101060001;1;2;6;1;1;1;1;4;3;3;3;3;1;2;0;0;0;1;1;1;-8;27/09/2011;08/05/2012;2;-8;2;3;2;2;2;2;1;80;7;4;-8;-8;-8;-8;-8;1982;999;160;-8;-8;3;2;2;1;1;1;1;1;2;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;4,3;31,25;1;2;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;3600;2;-8;-8;-8;-8;-8;-8;14000;14000;0;-8;5;3;1500;3;12;3;2;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,38811193435682;1796,90740740741;2,51957359358341
AA0108;1111010800;2002;2012;1;1;AA010801;111101080001;-8;-8;-8;-8;6;1;1;5;88;4;4;4;1;-9;1;4;0;0;2;0;0;1;-8;30/03/2011;07/03/2012;1;-8;-8;3;2;2;2;2;1;74;8;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-3;-3;-8;-3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,02974321374041;1333;1,04192588497109
AA0110;1111011000;2002;2012;2;1;AA011001;111101100001;AA011002;111101100002;2;2;6;1;1;1;1;4;4;4;1;4;1;4;0;0;0;3;1;1;-8;22/09/2011;16/05/2012;2;-8;2;3;2;2;2;2;1;95;9;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;1;1;1;1;1;1;1;1;1;2;5;4;2;2;2;2;2;2;2;1;2;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;17520;17520;0;-8;6;1;3000;98;0;2;98;2;2;2;120;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,87008747267431;2420,82352941176;1,05021855888775
AA0111;1111011100;2002;2012;2;1;AA011101;111101110001;AA011101;111101110001;1;1;6;1;1;1;1;4;3;3;3;5;1;2;0;0;0;2;0;1;-8;04/04/2011;14/06/2012;1;-8;2;3;1;2;2;2;2;90;9;1;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;1;2;1;1;1;2;1;2;3;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;500;2;-8;2;-8;-8;-8;-8;-8;-8;51000;51000;0;-8;14;4;3000;2;20;3;2;2;2;2;0;2;2;2;1;2;2;2;2;2;2;2;21;1,87008747267431;2420,82352941176;1,02083500740418
AA0115;1111011500;2002;2012;2;1;AA011501;111101150001;AA011501;111101150001;1;1;6;1;1;4;3;4;3;3;3;5;1;2;0;0;0;2;0;1;-8;22/09/2011;11/05/2012;2;-8;2;3;2;2;1;2;2;90;10;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;1;75000;-8;-8;-8;-8;-8;21000;21000;0;-8;7;3;2000;1;48;2;98;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,87008747267431;2420,82352941176;1,02083500740418
AA0121;1111012100;2002;2012;2;2;AA012101;111101210001;AA012101;111101210001;1;-8;6;1;1;4;3;4;4;4;1;3;-8;3;-8;-8;0;2;1;1;-8;21/10/2010;15/05/2012;2;-8;-8;3;2;2;1;2;2;87;7;1;2;1975;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;1;1;2;4;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;1000;2;-8;2;-8;-8;-8;-8;-8;-8;65000;65000;0;-8;16;3;5000;2;18;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,17294538910074;2812,87234042553;2,51957359358341
AA0123;1111012300;2002;2012;2;1;AA012301;111101230001;AA012301;111101230001;1;1;6;1;1;1;-8;4;1;1;3;1;1;1;0;0;0;1;0;1;-8;14/06/2011;04/06/2012;1;-8;2;3;2;2;2;2;1;70;5;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;4;2;1;2;2;2;4;50;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;500;2;-8;2;-8;-8;-8;-8;-8;-8;33000;33000;0;-8;11;4;1200;1;24;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,26762014317199;2935,42857142857;1,05021855888775
AA0125;1111012500;2002;2012;2;1;AA012501;111101250001;AA012501;111101250001;1;1;6;1;1;2;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;11/05/2011;17/04/2012;2;-8;2;3;2;2;2;2;1;85;6;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;2;2;2;2;2;2;1;2;2;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;-9;2;-8;2;-8;-8;-8;-8;-8;-8;14000;14000;0;-8;5;3;1000;2;24;3;98;98;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,45886726117686;1888,5;1,30968588691317
AA0129;1111012900;2002;2012;2;1;AA012901;111101290001;AA012902;111101290002;2;1;6;1;1;1;-8;4;1;1;3;-8;1;1;0;0;0;1;0;5;-8;12/04/2011;12/06/2012;1;-8;2;3;2;2;1;2;2;200;13;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1;2;2;1;2;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;4;40;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;6000;2;-8;-8;-8;-8;-8;-8;30000;30000;0;-8;10;3;2000;3;4;2;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,88011180315184;2433,8;1,05021855888775
AA0132;1111013200;2002;2012;2;1;AA013201;111101320001;AA013201;111101320001;1;1;6;1;1;1;1;4;3;3;3;3;1;2;0;0;0;1;0;1;-8;27/04/2011;19/06/2012;1;-8;2;3;2;2;2;1;2;180;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;1;2;1;1;1;1;1;1;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;4;-9;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;-9;45471,9206759229;2;-9;13;2;-9;3;-9;3;98;98;2;2;0;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;2,30449147353747;2983,15841584158;1,30968588691317
AA0133;1111013300;2002;2012;2;1;AA013301;111101330001;AA013302;111101330002;2;1;6;1;1;2;2;4;3;3;3;5;1;2;0;0;0;1;1;1;-8;04/04/2011;07/06/2012;1;-8;2;3;1;2;2;2;2;180;10;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;1;1;1;1;1;1;1;1;1;2;5;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;6;150;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;-1;-8;2;-8;1;-9;-8;-8;-8;-8;-8;-9;63028,0668063655;2;-1;16;3;3500;3;16;3;2;2;2;2;0;1;2;2;2;2;2;1;2;2;2;2;17;2,30449147353747;2983,15841584158;1,05021855888775
AA0137;1111013700;2002;2012;2;1;AA013701;111101370001;AA013701;111101370001;1;2;6;1;1;5;88;4;4;4;1;1;1;4;0;0;0;3;0;1;-8;12/07/2011;26/09/2012;1;-8;2;3;2;2;1;2;2;90;7;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;2;1;1;1;1;2;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;1;4;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;110000;110000;0;-8;16;3;4000;3;0;2;2;2;2;2;1000;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,30449147353747;2983,15841584158;1,02083500740418
AA0138;1111013800;2002;2012;2;1;AA013801;111101380001;AA013801;111101380001;1;1;6;1;1;1;1;4;4;4;1;1;1;4;0;1;2;1;1;1;-8;16/06/2011;19/06/2012;1;-8;2;3;2;2;2;2;1;90;7;4;-8;-8;-8;-8;-8;2010;5;1059;-8;-8;2;1;1;1;1;1;1;1;1;1;2;5;5;-8;-8;-8;-8;-8;-8;-8;-8;2;2;2;2;2;1;2;2;0;-8;-8;-8;-8;-8;-8;-8;-8;2;2;1;2;2;2;6;0;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;1;2;2;2;2;-9;40485,5634613174;1;12;12;2;3000;2;2;1;2;98;2;2;300;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;1,11232649213476;1439,90384615385;1,04192588497109
AA0139;1111013900;2002;2012;2;1;AA013901;111101390001;AA013901;111101390001;1;1;6;1;1;3;-8;4;1;1;3;3;1;1;0;0;0;1;0;1;-8;03/04/2011;25/06/2012;1;-8;2;3;2;2;2;2;1;76;5;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;5;2;2;1;1;1;1;1;2;2;2;4;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;2;1;2;2;2;4;60;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;2;-8;2;-8;-8;-8;-8;-8;-8;14000;14000;0;-8;5;5;1000;3;24;3;2;2;2;2;0;1;2;2;2;2;2;2;1;2;2;2;4;2,32595083092386;3010,9375;1,30968588691317
AA0140;1111014000;2002;2012;2;1;AA014001;111101400001;AA014001;111101400001;1;1;6;1;1;1;1;4;5;7;2;1;1;2;0;0;0;2;0;1;-8;21/09/2011;26/06/2012;1;-8;2;3;2;2;1;2;2;90;8;4;-8;-8;-8;-8;-8;1982;999;680;-8;-8;2;1;1;1;1;1;1;1;2;1;2;6;5;-8;-8;-8;-8;-8;-8;-8;-8;1;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;2;-8;1;4200;2;-8;-8;-8;-8;-8;-8;-9;28692,2331688638;1;10;10;1;3000;3;6;3;2;98;2;2;1100;1;2;2;2;2;2;2;2;2;1;2;2;2,30449147353747;2983,15841584158;1,05021855888775
AA0145;1111014500;2002;2012;2;1;AA014501;111101450001;AA014501;111101450001;1;1;6;1;1;1;1;4;4;4;1;3;2;3;0;1;0;1;2;1;-8;29/03/2011;26/06/2012;1;-8;2;3;2;2;2;2;1;105;9;1;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;1;1;1;1;1;1;1;2;1;2;6;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;3;1;2;2;2;2;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2;-8;-8;-8;2;-8;1;10000;2;-8;2;-8;-8;-8;-8;-8;-8;19500;19500;0;-8;7;4;2000;3;120;3;2;2;2;2;0;0;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;-8;2,67667143860029;3464,94444444444;1,02083500740418
