﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;2;;999;223;401;484;515;5;3;476;479;79;129;144;7;15;52;14;13;12;2;0;0;2;1;;6;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;1;;1281;330;600;703;578;23;9;671;680;92;232;176;26;21;51;21;14;15;0;4;0;1;0;;13;2;;;1;;;2
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;2;;865;239;398;473;392;13;4;456;460;58;153;148;27;12;24;8;15;3;0;1;0;0;1;;5;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;1;;2600;668;1265;1406;1194;25;10;1371;1381;246;355;282;125;57;109;90;44;33;6;3;1;0;7;;6;4;;;2;;;1
43;Tarragona;6;Camp de Tarragona;29;Priorat;43096;Morera de Montsant, la;1;;102;39;58;72;30;2;0;70;70;3;25;21;0;4;9;1;0;3;0;2;1;0;1;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08129;Muntanyola;1;;504;172;316;355;149;3;6;346;352;19;119;126;6;13;37;6;3;12;0;1;2;1;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08139;Mura;1;;184;58;131;145;39;2;2;141;143;18;42;36;0;5;26;0;0;12;0;2;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25145;Nalec;1;;74;36;51;60;14;0;0;60;60;7;20;28;0;1;0;0;0;1;0;3;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25025;Naut Aran;1;;1417;258;517;725;692;32;7;686;693;179;106;95;113;26;33;55;43;20;2;0;0;6;0;0;;4;;4;;;0;
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;1;;4832;1008;2243;2647;2185;36;25;2586;2611;461;667;731;144;138;170;67;53;131;9;8;1;1;5;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;1;;4303;1106;2210;2515;1788;20;30;2465;2495;339;632;806;80;55;339;67;36;83;7;8;5;4;4;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;2;;214;83;113;134;80;1;3;130;133;9;30;53;5;1;21;2;5;3;0;1;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17111;Navata;1;;1007;301;559;651;356;11;5;635;640;44;135;210;35;26;80;16;9;55;1;0;13;3;0;0;;4;3;;;1;;
25;Lleida;2;Catalunya Central;35;Solsonès;25146;Navès;1;;222;66;117;134;88;7;1;126;127;8;17;59;3;3;12;4;5;11;0;0;2;1;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;1;;143;77;99;112;31;1;0;111;111;13;17;46;1;4;18;3;0;4;0;4;1;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;1;;409;129;268;289;120;7;3;279;282;37;86;66;14;21;30;4;7;9;1;0;3;0;0;;0;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;1;;355;121;211;239;116;2;3;234;237;9;57;86;16;8;29;9;8;7;2;0;0;0;1;;0;1;;;1;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;1;;216;74;118;142;74;1;1;140;141;5;34;48;1;0;11;3;6;30;0;0;1;1;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;1;;2749;731;1321;1506;1243;33;25;1448;1473;357;319;300;88;75;101;60;26;101;13;1;3;3;0;1;;;;;;;;
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;1;;194;69;109;133;61;2;0;131;131;8;30;56;5;6;14;0;4;6;1;0;0;0;0;0;;1;0;;;0;;
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;1;;2795;759;1539;1707;1088;32;20;1655;1675;303;411;422;95;94;152;57;32;78;6;1;1;0;3;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;1;;1436;423;735;812;624;18;12;782;794;175;197;116;90;61;40;62;20;10;4;1;0;1;1;4;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;1;;17547;3784;7841;9022;8525;154;111;8757;8868;2062;2255;1515;617;652;622;584;181;151;58;15;10;9;19;7;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;1;;1373;421;701;830;543;11;3;816;819;107;262;301;13;17;43;11;26;33;1;0;1;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;1;;166;39;101;118;48;4;1;113;114;5;26;52;8;1;13;1;2;4;0;0;1;0;0;0;;0;;0;;;0;
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;1;;730;220;403;461;269;11;2;448;450;36;107;201;11;7;33;9;14;28;0;2;0;0;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;1;;2445;639;1089;1220;1225;21;7;1192;1199;270;265;170;174;88;66;97;34;12;10;0;0;0;5;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;1;;968;246;491;570;398;12;6;552;558;33;148;238;5;6;76;8;4;30;0;3;0;1;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;1;;5496;1400;2577;2988;2508;34;23;2931;2954;324;637;1180;95;101;283;49;56;151;4;11;8;19;1;2;;6;2;;;2;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;2;;6364;1562;2885;3197;3167;52;43;3102;3145;523;726;1079;180;102;265;71;31;78;9;8;6;7;3;2;;4;6;;;2;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;3;;3562;885;1728;1983;1579;25;15;1943;1958;233;426;835;67;67;171;24;19;62;3;12;4;7;3;1;;3;3;;;3;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;4;;2881;567;1056;1197;1684;22;12;1163;1175;219;260;342;92;53;89;24;24;31;7;0;6;0;1;2;;5;4;;;4;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;5;;5000;1266;2654;3022;1978;40;27;2955;2982;240;761;1238;87;73;342;44;28;98;2;6;8;9;2;1;;5;4;;;7;;
25;Lleida;4;Lleida;32;Segarra;25152;Oluges, les;1;;148;38;77;92;56;0;2;90;92;8;22;43;2;2;6;1;1;1;0;1;2;0;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08144;Olvan;1;;728;206;401;461;267;10;9;442;451;37;120;155;14;7;62;8;14;19;1;5;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25153;Omellons, els;1;;181;44;89;103;78;5;6;92;98;7;35;19;9;6;4;1;4;3;1;0;0;0;0;0;;1;;2;;;0;
25;Lleida;4;Lleida;38;Urgell;25154;Omells de na Gaia, els;1;;115;30;61;73;42;1;0;72;72;4;16;42;0;2;6;0;0;2;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17115;Ordis;1;;278;122;171;200;78;7;4;189;193;10;74;62;5;5;23;1;0;6;1;0;1;0;0;0;;0;1;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25155;Organyà;1;;596;186;276;359;237;3;4;352;356;43;95;134;11;10;24;6;9;16;1;1;1;0;0;0;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08150;Orís;1;;265;87;148;178;87;6;1;171;172;13;32;76;3;8;21;2;4;10;0;1;1;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08151;Oristà;1;;449;174;281;300;149;5;2;293;295;19;65;116;4;7;31;4;5;40;1;1;0;0;0;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08152;Orpí;1;;115;30;73;84;31;0;0;84;84;4;28;31;2;1;14;0;0;3;0;1;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08153;Òrrius;1;;593;209;360;420;173;4;3;413;416;31;123;125;13;19;65;8;2;21;1;5;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25156;Os de Balaguer;1;;783;231;421;493;290;2;9;482;491;54;148;149;14;20;53;7;13;17;0;0;2;0;0;0;;1;;2;;;2;
17;Girona;3;Girona;34;Selva;17116;Osor;1;;349;128;210;226;123;4;3;219;222;14;59;85;8;3;44;3;1;2;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25157;Ossó de Sió;1;;159;43;92;105;54;0;5;100;105;8;26;37;7;1;3;2;1;11;0;0;0;0;0;0;;0;;4;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08154;Pacs del Penedès;1;;699;223;403;444;255;7;3;434;437;61;101;121;21;25;33;18;12;35;0;2;3;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08155;Palafolls;1;;7180;1706;3146;3698;3482;70;53;3575;3628;902;873;575;336;269;201;225;68;60;29;7;7;6;17;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;1;;6381;1270;2599;2967;3414;62;33;2872;2905;628;644;785;201;150;180;124;59;65;6;8;6;9;0;1;;1;4;;;1;;
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;2;;4753;968;1982;2268;2485;27;16;2225;2241;447;438;673;146;118;185;79;35;67;7;5;8;8;2;0;;4;3;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;3;;3455;745;1503;1696;1759;33;10;1653;1663;354;423;430;109;76;109;60;37;36;1;3;7;6;1;1;;0;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;1;;4425;1114;1906;2300;2125;44;26;2230;2256;364;612;716;132;66;169;63;23;59;1;4;6;6;4;0;;1;3;;;1;;
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;2;;2234;593;990;1196;1038;13;4;1179;1183;214;290;382;69;54;63;28;27;27;3;1;10;4;1;0;;4;1;;;1;;
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;3;;4039;913;1657;1906;2133;41;17;1848;1865;399;462;488;171;69;89;84;33;28;5;0;7;3;1;0;;4;4;;;1;;
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;4;;2428;475;916;1089;1339;23;10;1056;1066;196;256;286;82;34;88;52;23;17;7;0;2;5;3;1;;1;2;;;1;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25158;Palau d'Anglesola, el;1;;1613;354;867;998;615;11;21;966;987;71;310;361;33;18;62;9;16;77;1;2;3;2;1;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17119;Palau de Santa Eulàlia;1;;82;33;49;63;19;0;5;58;63;6;12;17;1;5;11;1;1;4;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17121;Palau-sator;1;;223;89;143;156;67;1;0;155;155;16;23;82;2;3;18;1;1;7;1;0;0;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17120;Palau-saverdera;1;;836;230;437;481;355;14;3;464;467;46;127;164;41;13;19;19;14;18;1;0;0;1;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08156;Palau-solità i Plegamans;1;;11317;2633;5476;6222;5095;99;35;6088;6123;1338;1522;1117;585;410;294;432;192;148;21;6;6;5;9;3;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43100;Pallaresos, els;1;;3597;696;1561;1960;1637;53;13;1894;1907;453;453;288;216;121;107;130;75;19;4;1;4;2;10;;2;6;;;2;;;1
8;Barcelona;1;Barcelona;11;Baix Llobregat;08157;Pallejà;1;;8669;1931;4435;5052;3617;60;42;4950;4992;1437;1109;617;476;431;204;376;154;76;34;5;5;14;5;7;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43099;Palma d'Ebre, la;1;;274;99;173;194;80;1;0;193;193;23;56;81;2;1;8;2;0;16;0;3;1;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08905;Palma de Cervelló, la;1;;2346;677;1297;1516;830;29;9;1478;1487;282;423;321;92;99;109;53;31;49;8;4;1;3;3;0;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17123;Palol de Revardit;1;;335;121;244;254;81;15;0;239;239;11;47;138;5;0;27;1;1;7;0;0;1;0;0;0;;0;1;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17124;Pals;1;;1638;533;871;1007;631;20;7;980;987;139;257;397;37;25;58;14;10;26;4;1;4;1;2;0;;1;2;;;2;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08158;Papiol, el;1;;3160;666;1567;1791;1369;18;25;1748;1773;392;478;346;96;101;120;98;54;32;12;6;4;2;4;3;;;;;;;;
17;Girona;3;Girona;31;Ripollès;17125;Pardines;1;;132;43;65;84;48;2;2;80;82;2;19;41;1;1;14;0;0;1;0;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;1;;4873;1019;2134;2539;2334;38;15;2486;2501;516;676;508;170;234;151;98;63;36;12;5;5;4;7;1;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;2;;9429;2209;4329;4991;4438;68;34;4889;4923;1632;1059;555;423;373;242;316;151;61;40;13;4;3;13;4;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17126;Parlavà;1;;326;152;218;253;73;2;2;249;251;15;70;108;1;0;43;3;2;5;0;0;2;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43101;Passanant i Belltall;1;;143;61;84;93;50;2;3;88;91;7;15;38;2;3;17;0;2;3;0;0;0;0;0;;0;1;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17128;Pau;1;;335;130;196;226;109;7;1;218;219;21;51;72;12;6;33;6;2;10;1;0;1;0;0;0;;1;1;;;1;;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43102;Paüls;1;;448;135;211;255;193;4;5;246;251;47;119;41;8;4;10;0;4;11;0;1;0;0;0;;1;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17129;Pedret i Marzà;1;;138;47;79;97;41;2;1;94;95;6;25;22;9;0;11;7;5;8;0;0;0;1;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;23;Noguera;25164;Penelles;1;;355;119;194;214;141;5;0;209;209;11;67;87;4;2;12;4;6;13;0;0;2;0;0;0;;0;;1;;;0;
17;Girona;3;Girona;10;Baix Empordà;17130;Pera, la;1;;333;88;222;248;85;2;6;240;246;13;49;118;3;4;43;5;0;3;0;0;0;1;0;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08160;Perafita;1;;329;120;180;210;119;7;3;200;203;7;52;89;4;7;25;0;3;8;0;1;2;1;1;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43103;Perafort;1;;934;237;446;513;421;17;2;494;496;77;136;86;55;22;27;34;23;13;3;1;1;2;2;;3;8;;;1;;;0
17;Girona;3;Girona;2;Alt Empordà;17132;Peralada;1;;1389;457;800;919;470;17;14;888;902;92;205;334;65;24;70;33;17;31;1;3;6;5;0;0;;0;2;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25165;Peramola;1;;273;97;161;183;90;5;4;174;178;12;58;64;3;3;17;2;4;6;1;3;0;0;0;1;;0;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43104;Perelló, el;1;;1774;494;818;1058;716;31;12;1015;1027;123;374;283;22;30;114;9;5;23;2;8;1;1;1;;17;2;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08161;Piera;1;;12118;2297;4513;5209;6909;59;46;5104;5150;1133;1303;804;575;312;349;288;162;104;33;13;7;6;9;6;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43105;Piles, les;1;;160;40;96;116;44;4;7;105;112;8;28;39;2;6;15;1;2;3;0;0;0;0;0;;1;0;;;0;;;0
8;Barcelona;1;Barcelona;21;Maresme;08163;Pineda de Mar;1;;19992;4199;8447;9561;10431;115;58;9388;9446;2520;2394;1435;1038;507;403;490;370;117;51;25;9;8;13;8;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43106;Pinell de Brai, el;1;;784;241;392;446;338;7;0;439;439;58;153;94;24;48;29;4;5;16;0;0;2;0;1;;5;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25166;Pinell de Solsonès;1;;167;46;80;91;76;1;2;88;90;2;25;42;2;0;8;1;5;3;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;2;Catalunya Central;35;Solsonès;25167;Pinós;1;;231;64;131;152;79;3;6;143;149;7;13;41;7;6;27;0;10;25;0;0;7;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43107;Pira;1;;380;124;215;230;150;14;4;212;216;19;99;41;4;15;21;5;2;4;2;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;8;Penedès;3;Alt Penedès;08164;Pla del Penedès, el;1;;933;270;535;598;335;8;10;580;590;60;189;150;21;27;70;14;7;37;1;1;1;0;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43108;Pla de Santa Maria, el;1;;1803;480;877;967;836;17;1;949;950;96;220;331;70;28;103;30;20;36;3;2;5;0;2;;1;1;;;1;;;0
17;Girona;3;Girona;19;Garrotxa;17133;Planes d'Hostoles, les;1;;1272;484;755;870;402;9;9;852;861;63;137;492;15;24;63;9;10;30;0;4;4;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17134;Planoles;1;;227;66;118;147;80;7;4;136;140;6;39;59;1;4;24;1;0;0;0;0;1;0;1;0;;0;0;;;0;;
25;Lleida;4;Lleida;32;Segarra;25911;Plans de Sió, els;1;;419;127;220;270;149;5;12;253;265;20;65;105;13;9;29;2;0;8;0;1;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25168;Poal, el;1;;497;197;299;326;171;9;9;308;317;14;91;122;20;4;24;1;11;18;0;0;1;1;0;0;;1;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25169;Pobla de Cérvoles, la;1;;175;54;90;112;63;6;8;98;106;15;30;26;3;1;10;4;3;4;0;0;0;0;0;0;;0;;2;;;0;
8;Barcelona;8;Penedès;6;Anoia;08165;Pobla de Claramunt, la;1;;1654;380;732;914;740;10;8;896;904;189;190;248;42;39;76;36;13;51;3;0;2;3;4;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08166;Pobla de Lillet, la;1;;933;273;486;547;386;5;4;538;542;53;158;207;20;17;46;6;8;16;1;3;3;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43109;Pobla de Mafumet, la;1;;2757;556;1025;1186;1571;18;26;1142;1168;248;231;108;249;70;47;87;45;35;5;3;1;0;0;;7;1;;;1;;;4
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43110;Pobla de Massaluca, la;1;;251;70;130;148;103;1;2;145;147;24;54;39;4;5;6;1;5;1;0;0;2;0;0;;1;2;;;1;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43111;Pobla de Montornès, la;1;;2217;491;859;974;1243;18;8;948;956;201;274;139;102;57;39;68;41;15;3;1;4;1;1;;0;1;;;1;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25171;Pobla de Segur, la;1;;2157;528;981;1324;833;28;14;1282;1296;219;323;426;25;51;128;24;21;52;0;1;3;0;1;0;;3;;5;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43112;Poboleda;1;;258;100;154;176;82;2;2;172;174;13;41;64;0;4;36;1;2;3;2;1;2;0;1;;2;0;;;0;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08167;Polinyà;1;;6121;1292;2623;2976;3145;51;37;2888;2925;944;559;256;359;281;89;236;91;28;24;3;0;4;12;2;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43113;Pont d'Armentera, el;1;;390;139;213;235;155;5;1;229;230;20;54;94;17;4;19;4;7;4;1;0;0;0;0;;2;1;;;0;;;2
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25030;Pont de Bar, el;1;;133;37;65;75;58;1;1;73;74;4;19;27;1;3;15;0;1;3;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17135;Pont de Molins;1;;398;103;216;243;155;6;3;234;237;25;63;57;23;10;21;16;5;10;1;0;1;0;0;0;;0;1;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25173;Pont de Suert, el;1;;1667;378;659;930;737;18;11;901;912;258;186;162;42;62;72;16;33;59;2;0;4;2;1;0;;0;;2;;;0;
8;Barcelona;2;Catalunya Central;7;Bages;08182;Pont de Vilomara i Rocafort, el;1;;2994;640;1216;1379;1615;13;15;1351;1366;368;312;188;220;70;64;74;27;18;4;2;2;0;1;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43141;Pontils;1;;113;36;66;72;41;4;1;67;68;13;17;17;2;5;5;0;2;5;0;0;0;0;1;;0;0;;;0;;;0
8;Barcelona;8;Penedès;3;Alt Penedès;08168;Pontons;1;;382;114;171;209;173;4;2;203;205;15;35;72;12;7;18;4;32;8;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17136;Pontós;1;;190;74;116;140;50;2;0;138;138;10;30;46;7;18;11;2;1;12;0;0;0;0;1;0;;0;0;;;0;;
25;Lleida;4;Lleida;23;Noguera;25172;Ponts;1;;1749;467;846;1033;716;16;8;1009;1017;88;346;341;32;18;75;11;42;42;2;1;3;1;1;0;;0;;5;;;1;
17;Girona;3;Girona;28;Pla de l'Estany;17137;Porqueres;1;;3547;1056;2228;2419;1128;41;23;2355;2378;171;726;931;47;52;249;31;25;78;3;7;11;10;3;0;;3;7;;;1;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43114;Porrera;1;;372;120;217;269;103;2;1;266;267;21;99;62;2;14;55;2;1;5;1;2;0;0;1;;0;1;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17138;Portbou;1;;833;289;449;530;303;15;8;507;515;151;109;81;39;18;30;20;11;40;1;0;0;1;0;0;;2;4;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17140;Port de la Selva, el;1;;667;271;397;469;198;17;3;449;452;56;92;184;12;12;45;15;8;14;0;1;8;0;0;0;;1;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25174;Portella, la;1;;384;147;226;261;123;1;3;257;260;34;77;94;9;5;20;7;0;10;0;0;1;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43115;Pradell de la Teixeta;1;;134;55;90;97;37;5;1;91;92;7;20;32;2;1;9;0;1;19;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43116;Prades;1;;467;170;280;319;148;4;2;313;315;26;110;110;5;13;31;1;3;5;1;3;3;0;1;;0;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43117;Prat de Comte;1;;147;40;73;99;48;1;1;97;98;6;24;35;0;2;6;4;6;14;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;1;;6469;1181;2956;3455;3014;44;18;3393;3411;878;770;493;231;383;198;185;127;77;24;8;3;4;8;4;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;2;;9795;1854;4359;5043;4752;64;47;4932;4979;1798;875;402;431;524;152;406;227;55;36;5;3;6;7;5;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;3;;14991;3437;6558;7373;7618;80;84;7209;7293;2688;1304;475;715;780;224;560;314;52;44;9;9;5;17;13;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;4;;5888;988;1669;1864;4024;22;17;1825;1842;755;221;74;264;171;43;151;87;5;16;4;1;2;7;24;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;5;;11514;2194;4934;5666;5848;72;61;5533;5594;2173;945;273;536;678;156;442;228;45;31;2;5;2;10;7;;;;;;;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43118;Pratdip;1;;426;146;252;283;143;2;3;278;281;28;75;82;10;8;19;14;4;30;2;4;0;1;0;;1;0;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08171;Prats de Lluçanès;1;;2070;564;1090;1251;819;27;13;1211;1224;70;339;537;29;25;123;13;12;53;0;2;2;4;1;1;;;;;;;;
8;Barcelona;2;Catalunya Central;6;Anoia;08170;Prats de Rei, els;1;;443;138;244;269;174;10;3;256;259;31;50;116;7;7;18;5;4;13;1;3;0;0;1;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25175;Prats i Sansor;1;;197;57;102;138;59;5;3;130;133;9;25;47;11;5;10;3;8;9;0;1;1;1;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;38;Urgell;25176;Preixana;1;;323;118;178;212;111;4;4;204;208;6;48;69;6;6;14;5;12;35;1;1;1;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25177;Preixens;1;;350;113;185;212;138;3;1;208;209;18;49;41;14;8;11;5;4;52;0;1;2;0;0;1;;0;;2;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08230;Premià de Dalt;1;;7707;1970;3768;4615;3092;51;37;4527;4564;900;933;1108;383;234;254;318;168;170;18;8;17;11;4;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08172;Premià de Mar;1;;5451;1132;2540;3190;2261;21;30;3139;3169;592;758;689;184;239;283;183;81;83;16;8;8;8;5;2;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08172;Premià de Mar;2;;5430;1160;2241;2716;2714;30;21;2665;2686;654;597;511;187;202;219;116;84;42;19;14;8;5;4;3;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08172;Premià de Mar;3;;9635;2090;4328;5224;4411;48;39;5137;5176;1113;1211;909;392;455;350;381;168;101;19;6;5;17;7;3;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17139;Preses, les;1;;1431;436;819;935;496;25;6;904;910;96;230;391;18;21;89;11;3;27;4;3;3;2;0;1;;3;2;;;0;;
