﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Sigles Candidatura;Nom Candidatura;Vots
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;PUM+J;Per Un Món Més Just;0
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;JxCat;Junts per Catalunya;92
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;ERC;Esquerra Republicana de Catalunya;76
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;24
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);23
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;VOX;Vox;8
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;Cs;Ciutadans-Partido de la Ciudadanía;7
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PP;Partit Popular;4
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;ECP-PEC;En Comú Podem-Podem en Comú;3
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PDeCAT;Partit Demòcrata Europeu Català;3
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;FNC;Front Nacional de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PUM+J;Per Un Món Més Just;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;ERC;Esquerra Republicana de Catalunya;53
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;JxCat;Junts per Catalunya;21
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);13
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;9
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;VOX;Vox;4
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PP;Partit Popular;3
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;ECP-PEC;En Comú Podem-Podem en Comú;3
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PNC;Partit Nacionalista de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PDeCAT;Partit Demòcrata Europeu Català;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PUM+J;Per Un Món Més Just;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;Cs;Ciutadans-Partido de la Ciudadanía;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;M.C.R.;Moviment Corrent Roig;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;JxCat;Junts per Catalunya;2315
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;ERC;Esquerra Republicana de Catalunya;1765
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);1080
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;795
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;ECP-PEC;En Comú Podem-Podem en Comú;377
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;VOX;Vox;295
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;Cs;Ciutadans-Partido de la Ciudadanía;231
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;PDeCAT;Partit Demòcrata Europeu Català;206
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;PP;Partit Popular;155
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;34
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;MPIC;Moviment Primàries per la Independència de Catalunya;23
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;FNC;Front Nacional de Catalunya;23
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;PNC;Partit Nacionalista de Catalunya;14
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;PCTC;Partit Comunista dels Treballadors de Catalunya;10
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;IZQP;Izquierda en Positivo;1
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;JxCat;Junts per Catalunya;70
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;ERC;Esquerra Republicana de Catalunya;54
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;24
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PDeCAT;Partit Demòcrata Europeu Català;21
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;VOX;Vox;16
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);10
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;Cs;Ciutadans-Partido de la Ciudadanía;8
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PP;Partit Popular;2
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PUM+J;Per Un Món Més Just;2
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;MPIC;Moviment Primàries per la Independència de Catalunya;1
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;ECP-PEC;En Comú Podem-Podem en Comú;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;JxCat;Junts per Catalunya;27
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;ERC;Esquerra Republicana de Catalunya;19
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;19
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;ECP-PEC;En Comú Podem-Podem en Comú;10
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);4
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PUM+J;Per Un Món Més Just;2
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PDeCAT;Partit Demòcrata Europeu Català;2
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;VOX;Vox;1
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;Cs;Ciutadans-Partido de la Ciudadanía;1
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PP;Partit Popular;1
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;MPIC;Moviment Primàries per la Independència de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;JxCat;Junts per Catalunya;121
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;ERC;Esquerra Republicana de Catalunya;75
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);44
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;35
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;ECP-PEC;En Comú Podem-Podem en Comú;21
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PDeCAT;Partit Demòcrata Europeu Català;19
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;Cs;Ciutadans-Partido de la Ciudadanía;10
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;VOX;Vox;10
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PP;Partit Popular;4
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;MPIC;Moviment Primàries per la Independència de Catalunya;3
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;ALIANZA C V;Alianza por el Comercio y la Vivienda;1
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PUM+J;Per Un Món Més Just;1
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;PCTC;Partit Comunista dels Treballadors de Catalunya;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);5555
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;ERC;Esquerra Republicana de Catalunya;3086
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;VOX;Vox;1756
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;JxCat;Junts per Catalunya;1667
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;Cs;Ciutadans-Partido de la Ciudadanía;1409
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;ECP-PEC;En Comú Podem-Podem en Comú;1174
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;PP;Partit Popular;837
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;479
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;PDeCAT;Partit Demòcrata Europeu Català;246
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;90
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;PCTC;Partit Comunista dels Treballadors de Catalunya;37
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;MPIC;Moviment Primàries per la Independència de Catalunya;35
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;PNC;Partit Nacionalista de Catalunya;25
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;IZQP;Izquierda en Positivo;18
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;FNC;Front Nacional de Catalunya;11
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;JxCat;Junts per Catalunya;51
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;ERC;Esquerra Republicana de Catalunya;42
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;21
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);13
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PDeCAT;Partit Demòcrata Europeu Català;3
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;Cs;Ciutadans-Partido de la Ciudadanía;2
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;MPIC;Moviment Primàries per la Independència de Catalunya;2
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;ECP-PEC;En Comú Podem-Podem en Comú;1
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PP;Partit Popular;1
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;FNC;Front Nacional de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;IZQP;Izquierda en Positivo;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;SCAT;Suport Civil Català;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;EB;Escons en Blanc;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;PUM+J;Per Un Món Més Just;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;VOX;Vox;0
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;ERC;Esquerra Republicana de Catalunya;796
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);656
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;JxCat;Junts per Catalunya;593
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;ECP-PEC;En Comú Podem-Podem en Comú;247
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;223
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;VOX;Vox;173
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;Cs;Ciutadans-Partido de la Ciudadanía;127
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;PP;Partit Popular;63
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;PDeCAT;Partit Demòcrata Europeu Català;46
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;15
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;PCTC;Partit Comunista dels Treballadors de Catalunya;10
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;PNC;Partit Nacionalista de Catalunya;8
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;MPIC;Moviment Primàries per la Independència de Catalunya;7
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;FNC;Front Nacional de Catalunya;5
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;IZQP;Izquierda en Positivo;2
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;JxCat;Junts per Catalunya;115
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;ERC;Esquerra Republicana de Catalunya;59
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;32
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);23
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PDeCAT;Partit Demòcrata Europeu Català;13
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;ECP-PEC;En Comú Podem-Podem en Comú;7
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PP;Partit Popular;6
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;MPIC;Moviment Primàries per la Independència de Catalunya;5
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;Cs;Ciutadans-Partido de la Ciudadanía;3
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;VOX;Vox;3
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;FNC;Front Nacional de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;IZQP;Izquierda en Positivo;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PUM+J;Per Un Món Més Just;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;PNC;Partit Nacionalista de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;UEP;Unión Europea de Pensionistas;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PP;Partit Popular;131
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);98
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;ERC;Esquerra Republicana de Catalunya;92
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;JxCat;Junts per Catalunya;85
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;31
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;VOX;Vox;26
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;ECP-PEC;En Comú Podem-Podem en Comú;18
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PDeCAT;Partit Demòcrata Europeu Català;17
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;Cs;Ciutadans-Partido de la Ciudadanía;16
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PCTC;Partit Comunista dels Treballadors de Catalunya;2
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;EB;Escons en Blanc;1
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;SCAT;Suport Civil Català;1
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;MPIC;Moviment Primàries per la Independència de Catalunya;1
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;FNC;Front Nacional de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;ERC;Esquerra Republicana de Catalunya;160
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;JxCat;Junts per Catalunya;108
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;34
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);31
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PDeCAT;Partit Demòcrata Europeu Català;13
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;ECP-PEC;En Comú Podem-Podem en Comú;12
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;VOX;Vox;7
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;2
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;FNC;Front Nacional de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;MPIC;Moviment Primàries per la Independència de Catalunya;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;Cs;Ciutadans-Partido de la Ciudadanía;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PP;Partit Popular;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;1
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PCTC;Partit Comunista dels Treballadors de Catalunya;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PUM+J;Per Un Món Més Just;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;20;Gironès;17079;Girona;JxCat;Junts per Catalunya;12240
17;Girona;3;Girona;20;Gironès;17079;Girona;ERC;Esquerra Republicana de Catalunya;6498
17;Girona;3;Girona;20;Gironès;17079;Girona;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);6193
17;Girona;3;Girona;20;Gironès;17079;Girona;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;4039
